"","day","mo","temp","dewp","slp","visib","wdsp","mxpsd","gust","max","min","prcp","fog","NUM_COLLISIONS"
"612",5,3,46.7,41,1011.2,10,8.5,14,18.2,60.1,39,0,0,0.198810302629749
"613",5,3,49.6,43.8,1014.8,7.6,10.9,15.9,20.67,62.1,41,0,0,0.298498770837806
"614",6,3,46.8,42.9,1013.9,7.6,10.1,18.1,22.9,62.1,39.9,0.15,1,0.727159184132452
"615",7,3,25,15.9,1023.3,9.9,10.9,21,28.9,33.1,12,0,0,-0.209912417023285
"616",1,3,20.8,-1.7,1029.2,10,19.8,25.1,35.9,33.1,12,0,0,-1.09713978407499
"617",6,3,30.3,13.2,1027.2,9,6.3,13,15.9,35.1,21.9,0,0,-0.289663191589731
"618",5,3,27.6,-1.5,1020.8,10,18.3,26,35,35.1,21.9,0,0,-0.170037029740062
"619",3,3,26.5,10.5,1019.8,10,4.1,8.9,11.57,35.1,15.1,0,0,-1.24667248638708
"620",6,3,27.2,10.7,1027.8,10,10.9,17.1,20,35.1,15.1,0,0,0.527782247716338
"621",7,3,24.1,12.5,1029.1,10,5.2,11.1,14.43,35.1,12,0,0,-1.01738900950855
"622",6,3,25.4,9,1018.4,10,15.1,20,28.9,35.1,19,0.03,0,-0.140130489277645
"623",6,3,26.7,18.2,1026.9,10,4,7,9.1,35.1,16,0,0,1.11594421014387
"624",6,3,44.4,40.2,1022.1,10,11.7,15.9,20.67,51.1,28,0,0,-0.359445119335371
"625",4,3,45.2,41.9,1007.8,7.7,15.7,24.1,29.9,51.1,43,0.18,1,0.298498770837806
"626",6,3,33.2,8.8,1018.3,10,11.8,15.9,25.1,51.1,28,0,0,1.45488500205127
"627",6,3,45.3,42.3,1017.4,7.3,15.3,19,25.1,51.1,33.1,0,1,0.737128030953258
"628",7,3,44.9,42.2,1021.6,4.5,10.2,17.1,22.9,51.1,41,0.02,0,-0.299632038410537
"629",3,3,44.4,36.5,1019.8,8.8,8.5,13,16.9,51.1,26.1,0,0,0.328405311300223
"630",7,3,46.9,38.6,1009.9,6.1,16,22.9,31.1,51.1,41,0.11,1,-0.489040128005845
"631",4,3,48.6,40.2,1015.8,8.5,13.5,18.1,25.1,53.1,43,0,0,0.21874799627136
"632",4,4,43.5,36.5,1030.7,9.8,12.3,15.9,24.1,46,41,0.01,0,0.517813400895532
"633",6,4,40.4,32,1032.7,9.9,9.1,15,21,46,35.1,0,0,-1.02735785632935
"634",4,4,37.9,24.8,1012.3,9.8,11.5,21,26,46,34,0.01,0,0.487906860433115
"635",4,4,41.2,34.2,1028.3,10,14.8,22,28,48,39,0.06,0,-1.41614288234078
"636",6,4,43.8,35.3,1027,10,8.4,13,16.9,48,35.1,0,0,0.886660733265343
"637",1,4,39.7,28.6,1025.8,10,9.2,17.1,22.23,48,26.1,0,0,-1.47595596326561
"638",1,4,40.6,23.9,1019.2,10,15.7,22,28.9,48,35.1,0,0,-0.997451315866936
"639",6,4,42.9,38.5,1014.7,8.7,8,17.1,22,48,39,0.01,0,-0.170037029740062
"640",6,4,40,30.2,1019.1,10,7.7,15,20,48,33.1,0,0,0.228716843092166
"641",6,4,45,41.6,1012.8,5.9,14.6,19,22,48,42.1,0,0,-1.07720209043338
"642",4,4,39.3,28.6,1019.1,10,5.6,11.1,14.43,48,32,0,0,-0.798074379450822
"643",5,4,44.5,26,1023.7,9.8,16.5,22,32.1,50,37,0.19,0,0.607533022282783
"644",4,4,41.9,34.1,1005.6,10,16.6,26,34,50,37,0.05,0,0.627470715924395
"645",2,4,43,29.8,1037.8,10,11.3,20,25.1,50,34,0,0,-0.339507425693759
"646",2,4,37.7,31.2,1018.7,8.1,8.4,14,18.2,50,33.1,0.01,1,-0.369413966156177
"647",2,4,46.2,45.3,1016.8,5.9,8.4,18.1,23.53,50,37.9,0,1,-0.0504108678903938
"648",1,4,37.9,28.3,1009.4,9.5,11.2,21,28,50,33.1,0.03,0,-1.30648556731191
"649",1,4,42.4,36.2,1012.5,9.9,4.8,14,17.1,50,36,0.37,0,-1.49589365690722
"650",5,4,42.8,38.5,1019.4,10,9.8,14,18.2,50,28.9,0,0,0.109090681242498
"651",1,4,44.2,40.5,1017.3,10,13.4,20,27,50,39,0,0,-1.99433599794751
"652",3,4,41.4,38.2,1006.5,9.4,12.7,19,24.1,50,39,0.19,0,-0.618635136676319
"653",7,4,43.5,37.2,1008.6,8.7,10.7,21,29.9,50,28.9,0.1,0,-1.11707747771661
"654",7,4,44.8,39.6,1008.7,7.7,13.8,19,25.1,50,41,0.03,1,-0.189974723381674
"655",2,4,46.5,37.2,1016.1,10,13.7,20,24.1,52,41,0.01,0,-0.0205043274279766
"656",2,4,45.2,40.7,1019.6,8.5,16.2,28.9,38.1,52,39.9,0,0,0.308467617658612
"657",7,4,44.6,31.9,1024.6,10,10.5,15,18.1,52,37,0,0,-0.150099336098451
"658",5,4,44,32.4,1026.1,10,15.8,26,33,52,35.1,0,0,0.747096877774063
"659",4,4,47.5,43.6,1012.9,7,19.2,28,36.9,52,44.6,1.77,0,-0.0105354806071709
"660",5,4,46.2,41,1013.7,6.6,10,19,26,52,42.8,0.06,1,-0.818012073092434
"661",3,4,47.7,45.8,1003.5,1.9,14.7,22.9,29.9,52,44.1,0.7,1,0.0692152939592748
"662",3,4,49.7,46.6,1021.4,6.7,14.2,21,28.9,52,42.1,0.01,0,1.23557037199354
"663",7,4,47.7,45,1017.1,7,13.7,21,28.9,52,42.1,0.08,0,0.248654536733778
"664",1,4,45.8,36.5,1027.9,10,15.4,22.9,29.9,52,42.1,0,0,-0.309600885231342
"665",7,4,49.7,48,1020.8,5.2,12.6,15,20,52,39,0,1,-0.000566633786365205
"666",7,4,47.3,33.1,1022.4,10,8.7,17.1,22,54,37,0,0,-0.180005876560868
"667",3,4,42.9,38,1015.3,6.3,16.3,29.9,40,54,32,0.03,1,-0.0105354806071709
"668",4,4,46.5,42,1014.1,7.6,8.8,15.9,17.1,54,41,0.12,1,-0.189974723381674
"669",5,4,46.5,37.3,1028.1,10,8.8,17.1,24.1,54,35.1,0,0,-0.459133587543428
"670",3,4,49.8,46.3,1021.3,8.9,10.2,20,29.9,54,37.9,0,0,-0.568790902572291
"671",6,4,46.1,33.9,1020.4,10,9.4,14,19,54,42.1,0,0,-0.818012073092434
"672",6,4,47.5,43.2,1021.5,6.9,12.5,15.9,24.1,54,39,0,1,0.796941111878092
"673",6,4,47.8,42.6,994.7,6.9,14.9,25.1,34,54,39,0.12,1,0.946473814190178
"674",2,4,45,38.2,1027.8,10,9.1,12,15.6,54,32,0,0,-0.449164740722622
"675",2,4,43,31.7,1018,10,6.9,13,16.9,54,32,0,0,0.467969166791503
"676",5,4,47.5,44.1,1022.6,5.9,9.8,17.1,20,54,32,0.09,1,0.328405311300223
"677",3,4,45.6,40.5,1024.6,8.3,7.6,13,16.9,54,42.1,0.31,0,-0.120192795636034
"678",1,4,46.1,34,1004.6,9.8,7.4,11.1,14.43,54,37,0,0,-1.21676594592466
"679",5,4,47.7,34.1,1015.8,10,10.1,15,19.5,54,41,0,0,-1.09713978407499
"680",2,4,47.8,34.7,1025.4,9.8,10.9,17.1,19,54,42.1,0.24,0,-0.339507425693759
"681",3,4,46.9,40,1016,9.8,7.9,20,26,64,37.9,0,0,1.32528999338079
"682",7,4,50.1,40.8,1019.1,8.5,8.6,13,16.9,64,43,0,0,-0.209912417023285
"683",2,4,49.5,35.9,1022.5,10,6,12,15.6,64,37,0,0,0.876691886444537
"684",7,4,54.2,51.6,1015.5,2.7,11.6,21,28,64,48.2,0.11,1,0.617501869103589
"685",1,4,47,40.4,1023.8,9.3,8.8,14,20,64,39,0,1,-1.16692171182063
"686",7,4,51.9,45.2,1012.7,7.3,7.7,14,18.2,64,41,0.12,1,0.0592464471384691
"687",1,4,46.3,37.4,1022,9.9,11,20,27,64,39.9,0,0,-1.2765790268495
"688",1,4,50.8,48.7,1014.4,2.7,7.7,13,16.9,68,45,0.04,1,-1.41614288234078
"689",2,4,52,51.1,997.1,2.1,15.1,22.9,32.1,68,45,0.03,1,0.577626481820366
"690",7,4,53.4,49.8,1009,5.6,9.3,19,26,72,50,0.13,1,0.49787570725392
"691",6,4,55.4,48.4,1013.8,8.7,10.2,15.9,20.67,72,44.1,0,1,1.41500961476805
"692",7,4,40.2,22,1018.3,10,12.5,20,28.9,45,35.1,0.33,0,-0.678448217601154
"693",3,4,35.1,23.5,1019.3,9.8,19.5,28,34,45,30.9,0,0,0.727159184132452
"694",5,4,39,18.8,1023.2,10,14,19,28,45,34,0,0,-0.329538578872954
"695",3,4,35.3,32.5,1021.9,9.3,7.5,17.1,21,45,24.1,0.3,0,-0.479071281185039
"696",2,4,47.8,38.9,1026,9.9,12.8,17.1,22.23,55,35.1,0,0,0.248654536733778
"697",1,4,46.3,30.9,1017.4,10,10.5,15,21,55,39,0,0,-0.578759749393096
"698",3,4,49.8,44,1021.8,8.8,12.1,15.9,20.67,55,41,0,0,-0.798074379450822
"699",4,4,47.3,33.8,1020.5,10,11.7,24.1,28,55,37.9,0.01,0,0.976380354652595
"700",4,4,49.2,48.2,1019.5,7.1,15.1,26,35.9,55,35.1,0.01,0,0.268592230375389
"701",2,4,46.9,39.6,1023.2,10,10.2,15.9,20.67,55,39.9,0,0,0.348343004941835
"702",1,4,39.7,31.5,1027.4,9,17.5,22,33,55,37,0,0,-0.887794000838074
"703",3,4,46.8,42.8,1010.4,9,9.4,18.1,25.1,55,39.9,0.07,0,-1.19682825228305
"704",5,4,50,48.9,1005.4,3.2,12.7,21,27,55,48,0.81,1,1.29538345291838
"705",6,4,46.8,44.2,1011.9,7,13.9,24.1,31.1,55,39.9,0,1,-0.987482469046131
"706",2,4,48.4,36.3,1017.1,10,9.2,14,18.2,55,37,0,0,-1.1071086308958
"707",4,4,49.1,45.1,1020.6,8.3,9.9,13,16.9,55,46,0,0,-0.588728596213902
"708",7,4,44.9,36.6,1009.1,9.4,12.2,18.1,26,55,42.1,0,0,-0.508977821647457
"709",4,4,46.8,36.1,1002.5,9.6,10,17.1,22.9,57,42.1,0.45,0,-0.0404420210695881
"710",1,4,51.9,46.9,1014.7,5.3,15.7,22,28,57,37,0,1,-1.17689055864144
"711",4,4,49.8,39.7,1007.9,10,8.6,15.9,22,57,37.9,0.05,0,-0.309600885231342
"712",3,4,46,35.9,1004.1,9.8,15.7,26,33,57,41,0.02,0,0.138997221704915
"713",1,4,41.6,27.3,1020.4,10,12.5,18.1,25.1,57,34,0.05,0,-1.76505252106898
"714",5,4,39.9,24,1010.7,10,17,22.9,33,57,34,0.17,0,-0.678448217601154
"715",1,4,48,38.5,1027.1,9.8,3.9,8,10.4,57,37,0,0,-1.58561327829447
"716",6,4,49,32.3,1013.4,10,10.5,15.9,22.9,57,43,0,0,0.178872608988138
"717",3,4,47.1,32.1,1007.6,10,18.3,24.1,33,57,42.1,0.58,0,0.388218392225058
"718",5,4,50.9,44.8,1013.6,7.6,21.9,32.1,40,57,32,0.11,0,0.308467617658612
"719",7,4,47.3,39.1,1004.1,4.8,13.7,26,35,57,41,0.27,1,-0.917700541300491
"720",5,4,48.1,38.3,1009.8,10,7.8,15.9,19,57,39,0,0,0.408156085866669
"721",5,4,49.6,28.7,1002.9,10,19.1,26,34,57,44.1,0.12,0,-0.130161642456839
"722",5,4,41.6,28.9,1019.5,9.9,8.8,15.9,20.67,57,28,0,0,0.458000319970698
"723",6,4,49.7,43.2,1001.5,7.3,15.9,29.9,46,57,44.1,0.44,0,0.966411507831789
"724",1,4,46.9,36.3,1013.8,9.4,8.8,17.1,26,57,43,0.14,0,-2.03421138523073
"725",2,4,49,37.9,1001.5,10,8.9,15,21,57,39,0,0,-0.409289353439399
"726",7,4,52.9,46.5,998.5,6.6,19.3,28,36.9,57,44.1,1.04,1,-0.728292451705182
"727",5,4,49.8,38.5,1024.2,9.5,8.2,15.9,20,57,42.1,0,0,-0.0902862551736166
"728",5,4,46.9,37.6,1003.6,9.8,13.4,22,28.9,57,37.9,0.13,0,0.129028374884109
"729",6,4,52.6,49.4,1018.1,4.6,12.5,19,29.9,59,46,0,1,-0.289663191589731
"730",6,4,54.8,52.5,1007,2.2,18.2,29.9,39,59,46,0.01,1,1.02622458875662
"731",5,4,49.6,39,1020.5,10,13.4,20,27,59,39,0,0,0.946473814190178
"732",2,4,49.7,37.9,1025.5,9.9,4.3,8.9,11.57,59,39.9,0,0,-0.0105354806071709
"733",6,4,53.7,50.7,1014.1,4.8,16.7,22,32.1,59,50,0,1,-0.479071281185039
"734",7,4,50.4,47.7,1000,5,8.5,18.1,25.1,59,46,0.79,1,-0.0205043274279766
"735",7,4,45.7,35.3,1023.5,10,5.9,14,18.1,59,34,0,0,-0.738261298525988
"736",1,4,44.2,31.2,1030.4,10,9.2,18.1,21,59,34,0,0,-2.05414907887234
"737",7,4,54.5,52.8,1013.8,2.9,17.7,22,31.1,61,48.9,0,1,-1.42611172916158
"738",6,4,49.5,37.8,1026.9,9.5,6.5,12,15.6,61,37.9,0.06,0,0.757065724594869
"739",1,4,52.2,51.5,1018.4,2.3,11.6,21,28,61,48.9,0.51,1,-2.00430484476831
"740",6,4,53.1,51,1015.6,3.3,8.2,15,19,63,48,0,1,2.57139584598151
"741",3,4,51,30.2,1026.2,10,5.2,11.1,14.43,63,39.9,0,0,-0.229850110664897
"742",5,4,52.9,50.7,1011.6,3,5.3,12,15.6,63,48,0.06,1,0.886660733265343
"743",3,4,49.4,43.4,1015.9,6.7,10.7,20,28,63,39.9,0,1,0.138997221704915
"744",4,4,51.5,47.2,1007.2,8,9.8,15,19.5,66,44.1,0.03,0,-0.837949766734045
"745",5,4,47.7,40.9,1013.3,9.9,5.6,8.9,11.57,66,39.9,0.02,0,-0.808043226271628
"746",2,4,56.4,48.3,1010.6,8.7,12,15.9,21,70,48.9,0,0,-1.1071086308958
"747",3,4,44.6,40,1026.9,5.1,15,22,28.9,46.4,42.1,0.11,0,-0.857887460375656
"748",6,4,38,25.2,1019,9.4,12.2,27,36.9,46.9,28.9,0,0,-0.837949766734045
"749",3,4,44.2,36,1028.1,10,16.5,22,28,46.9,42.1,0,0,-0.439195893901817
"750",2,4,36.5,22.1,1015.4,8.2,10.3,20,29.9,46.9,30.9,0.07,0,0.836816499161315
"751",7,4,44.3,33.2,1028.2,10,22.9,28.9,38.1,46.9,42.8,0,0,0.796941111878092
"752",5,4,37.1,27.6,1022.3,9.9,7,15.9,20.67,46.9,24.1,0,0,0.537751094537143
"753",3,4,37.1,22.5,1029.6,10,8.7,17.1,22,46.9,23,0,0,-0.459133587543428
"754",1,4,41.1,25.3,1017.6,10,12.5,17.1,22.9,46.9,35.1,0,0,-1.14698401817902
"755",5,4,39.4,35.5,1024.6,4.5,18.7,24.1,33,46.9,37,0.18,0,-1.4659871164448
"756",6,4,45.7,43.4,1017,4.6,13.9,19,27,46.9,44.6,0.03,0,0.906598426906955
"757",5,4,41.8,40.6,1007,9.6,8.6,14,18.2,46.9,37,0.02,0,1.06609997603985
"758",1,4,39.7,33,1015.1,9.3,14.7,24.1,35.9,46.9,37,1.45,0,-0.847918613554851
"759",4,4,42.6,38.4,1010.8,7.8,14.1,20,27,46.9,39,0.38,1,-0.120192795636034
"760",2,4,42,33.9,1022.6,10,7.4,15,22,48.9,35.1,0,0,-0.658510523959542
"761",1,4,45.1,28.5,1029.4,10,11.7,15.9,22,48.9,39,0.24,0,-1.2765790268495
"762",6,4,39.4,18.1,1031,10,10.7,15,22.9,48.9,36,0,0,1.01625574193582
"763",4,4,43.7,38.8,1013.4,6.6,21.6,31.1,42.9,48.9,39.9,2.28,0,0.138997221704915
"764",5,4,40.9,30.9,1018.5,10,8.4,15.9,20,48.9,33.1,0,0,-0.0703485615320052
"765",7,4,46.7,44.5,1012.1,5.7,13.2,20,27,48.9,44.1,0.19,0,-0.479071281185039
"766",4,4,41.8,34.8,1007.6,9.3,10.4,19,22.9,48.9,35.1,0.1,0,0.338374158121029
"767",5,4,40.3,24,1021,10,10.8,18.1,24.1,48.9,35.1,0,0,-0.618635136676319
"768",4,4,53.1,51.8,1011.6,1.1,17.9,25.1,34,55.4,50,0.76,1,0.308467617658612
"769",5,4,43.7,38.7,1023.9,9.6,12.1,22.9,29.9,55.9,34,0,0,-0.588728596213902
"770",1,4,46.1,38.4,1015.5,9.6,7.7,13,16.9,55.9,39,0.09,0,-1.26661018002869
"771",4,4,47.3,46.9,1005.1,3.5,15.7,26,34,55.9,39.2,0.39,1,-0.449164740722622
"772",2,4,41.8,26.6,1014.7,10,15.2,20,28,55.9,36,0.07,0,0.0293399066760519
"773",2,4,46.6,42.4,1021.9,10,7.6,9.9,12.87,55.9,42.1,0,0,-0.578759749393096
"774",4,4,47.5,30.3,1019.3,10,10.1,14,22.9,55.9,39,0,0,0.21874799627136
"775",5,4,50.8,45.1,1017.9,7.2,10.4,15,20,55.9,45,0.01,0,-0.160068182919257
"776",1,4,46.3,33.1,1026.8,10,7.2,14,18.2,55.9,37,0,0,-0.309600885231342
"777",1,4,46.5,39.5,1017.3,10,10.5,17.1,24.1,55.9,43,0.27,0,-0.818012073092434
"778",7,4,46.6,34.7,1029.1,8.6,3.9,8,10.4,55.9,35.1,0,1,-0.818012073092434
"779",6,4,48.8,46.9,1011.9,7.8,9.2,22,28.6,55.9,39.9,0.03,1,0.906598426906955
"780",4,4,49.3,38.5,1004.5,9.8,7.8,14,18.1,55.9,39.9,0,0,0.796941111878092
"781",3,4,51.5,48.6,1004,3.6,14.3,26,35,55.9,39.9,0.32,1,0.458000319970698
"782",2,4,46.4,33.6,1030.7,10,7.1,12,15.9,57.9,35.1,0,0,0.757065724594869
"783",4,4,49.5,45.4,998,9.2,8.6,17.1,29.9,57.9,43,0.01,0,-0.628603983497125
"784",2,4,52.2,47.8,1019.3,7,14.4,18.1,22.9,57.9,39,0,0,-0.847918613554851
"785",3,4,52.5,48.6,1018.9,6.4,13.6,18.1,23.53,57.9,44.1,0,0,0.388218392225058
"786",4,4,46.7,34.2,1025.8,9.8,12.9,18.1,27,57.9,37.9,0.13,0,1.00628689511501
"787",3,4,48.8,46.6,1012.2,6.3,11.4,19,28,57.9,44.1,0.28,1,-0.0703485615320052
"788",6,4,47.5,34.1,1027.8,10,5,8.9,11.57,57.9,37.9,0,0,-0.837949766734045
"789",2,4,46.2,40.4,1013.5,10,12,19,22,57.9,41,0.07,0,0.56765763499956
"790",7,4,47.8,40.7,1010.9,5.1,12.4,19,24.1,57.9,39.9,0.26,1,-0.229850110664897
"791",7,4,46.8,38,1028.2,9.7,9.2,15,19.5,57.9,35.1,0,0,-1.03732670315016
"792",4,4,42.9,32.6,1021.9,7.9,19.2,25.1,46,57.9,35.1,0.71,0,-0.289663191589731
"793",2,4,52.1,51.5,1017.3,2.3,7.3,14,18.2,57.9,48,0.03,1,-0.768167838988405
"794",3,4,52.6,48,1013.3,6.6,16,22,32.1,57.9,48.9,0,0,-1.4659871164448
"795",3,4,49.5,43.2,1007.7,10,5.6,8.9,11.57,57.9,34,0,0,-1.39620518869916
"796",1,4,45,31.4,1022.8,10,10.1,15.9,22.9,57.9,32,0,0,-1.55570673783206
"797",3,4,44.7,41.7,1030.4,10,6.7,11.1,14.43,57.9,34,0,0,0.717190337311646
"798",3,4,37.1,29.8,1015.3,9.3,17.6,26,35.9,42.8,33.8,0.03,0,-0.499008974826651
"799",5,4,41.9,38.5,1013.6,7.9,12.9,24.1,29.9,51.8,39,0,1,1.13588190378549
"800",6,4,43.6,35.7,1018.6,7.7,13.8,26,35.9,51.8,39.2,0.01,0,0.49787570725392
"801",7,4,52.7,49.6,1012.4,3.6,15.2,25.1,39,57.2,46.9,0.62,1,-0.668479370780348
"802",1,4,53.4,40,1022.3,9.8,12.6,19,27,66.9,45,0,0,-1.2865478736703
"803",3,4,37.7,31.7,1021.9,9.1,6.5,11.1,14.43,42.1,30.9,0,0,0.687283796849229
"804",2,4,36.3,20.4,1018.1,10,12.6,18.1,22.9,42.1,30.9,0.01,0,0.258623383554583
"805",7,4,39.8,36.9,1005.9,3.3,24.2,33,44.1,44.1,35.1,1.43,0,-0.0803174083528109
"806",4,4,37,15.3,1026.7,10,10.7,19,26,44.1,28.9,0,0,0.288529924017
"807",4,4,37.9,33,1021,10,6.5,9.9,12.87,44.1,30,0,0,0.129028374884109
"808",4,4,52.1,42.7,1021.9,8.3,11,17.1,22.9,60.1,44.1,0.03,0,-0.638572830317931
"809",1,4,49.1,31.2,1014.6,10,13.4,21,27,60.1,44.1,0.26,0,-1.50586250372803
"810",1,4,45.3,39.4,1023.5,10,7.4,11.1,14.43,60.1,37.9,0.01,0,-1.11707747771661
"811",7,4,49.5,48.3,1010.7,5.1,6.3,9.9,12.87,60.1,39.9,0.13,1,0.0492776003176634
"812",7,4,46.3,41.2,1022.7,9.2,10.3,17.1,22.23,60.1,36,0.07,0,-0.120192795636034
"813",1,4,50.5,48.7,1010.3,9.2,5.9,9.9,15,60.1,43,0,0,-0.937638234942102
"814",2,4,50,41.6,1018.1,9.1,9.4,13,16.9,62.1,42.1,0,0,-0.170037029740062
"815",5,4,46.4,28.5,1029.7,10,8.6,13,17.1,62.1,37.9,0,0,-0.389351659797788
"816",4,4,50.6,35.8,1019.2,8.3,6.9,19,27,62.1,37.9,0.03,1,-0.0404420210695881
"817",2,4,47,42.9,1005.8,6.8,16.3,26,34,51.1,44.1,0.18,0,-1.19682825228305
"818",3,4,39.6,18.8,1011.4,9.9,17.2,22.9,33,51.1,32,0.02,0,-1.61551981875689
"819",4,4,42.6,15.7,1015.8,10,17,25.1,34,51.1,33.8,0,0,-0.668479370780348
"820",4,4,45,36.9,1011.9,10,7.8,12,15.6,51.1,41,0.24,0,-0.887794000838074
"821",7,4,43.9,30.6,1002.9,9.8,16.5,22,28.9,51.1,39,0,0,0.278561077196195
"822",6,4,43.2,33.2,1014.9,10,11.6,19,24.1,51.1,37,0.08,0,1.07606882286065
"823",6,4,44,27.7,1006,10,14.6,21,28,51.1,37.9,0,0,0.767034571415675
"824",6,4,47.7,45.3,1013.5,6.7,15.4,25.1,32.1,51.1,37,0.02,1,1.55457347025933
"825",7,4,43.7,27.5,1007.6,9.9,12.9,19,22.9,51.1,37,0,0,-0.0703485615320052
"826",2,4,43.2,36.1,1026.3,9.5,6.8,13,16.9,51.1,32,0,1,-0.887794000838074
"827",3,4,44.2,40.5,1024,8.6,9.3,18.1,21,51.1,32,0.12,0,-1.4659871164448
"828",5,4,37.5,23.8,1037.9,10,15.2,21,28.9,53.1,34,0.67,0,-0.907731694479685
"829",1,4,41.7,32.9,1000.2,8.3,17.5,35.9,51.1,53.1,33.1,1.12,0,-0.140130489277645
"830",2,4,46.1,34.2,1026,10,8.1,11.1,14.43,53.1,39,0,0,0.0393087534968576
"831",2,4,44.7,44.7,1019.3,2.6,21.6,31.1,36.9,53.1,37,0.11,1,1.41500961476805
"832",2,4,43.1,36.9,1022.3,10,6.2,11.1,14.43,53.1,34,0,0,-0.778136685809211
"833",3,4,47.8,39.2,1024.7,10,12.1,22,29.9,53.1,41,0,0,-0.827980919913239
"834",3,4,46,40.5,1028.7,10,9.3,15.9,20.67,53.1,37.9,0,0,-0.349476272514565
"835",6,4,48,40.6,1017.8,8.8,13.4,18.1,21,53.1,44.1,0,0,0.0991218344216919
"836",6,4,46.4,28.4,1027.7,10,17.6,26,35,53.1,39.9,0,0,1.3352588402016
"837",6,4,43.9,41.7,1015.2,3.6,9.4,21,27,53.1,37,0.01,1,-1.12704632453741
"838",4,4,41.7,32.2,1033.5,10,10.5,17.1,20,53.1,32,0,0,-0.189974723381674
"839",7,4,41.8,25.1,1007.5,10,9.7,14,21,53.1,35.1,0,0,-0.419258200260205
"840",3,4,45.6,41.3,1001.3,8.4,16.1,22,28.9,53.1,39,0.43,0,0.00940221303444051
"841",7,4,44.4,39.7,1008.2,8.2,12.9,22.9,33,53.6,39,1.44,1,-0.439195893901817
"842",4,5,47.3,43.5,1009.6,7.9,12.8,26,29.9,50,45,0.71,0,0.537751094537143
"843",5,5,45.5,43.9,1003.7,5.9,21.5,26,35,50,45,0.52,0,0.268592230375389
"844",2,5,46.1,39.5,1012.1,9.7,14.7,20,31.1,52,41,0.68,0,0.138997221704915
"845",7,5,48.9,46.2,1021.1,9.5,7.3,13,16.9,52,45,0,0,0.0293399066760519
"846",7,5,47.8,38.7,1026.5,10,13.7,22,31.1,54,43,0,0,-0.189974723381674
"847",1,5,49.7,48.5,1020.2,9.7,8.6,14,17.1,54,43,0.09,0,-0.698385911242765
"848",7,5,47.9,41.7,1015.7,10,8.6,15,21,54,44.1,0,0,0.836816499161315
"849",3,5,48.2,45,1011.7,8.2,9,14,18.2,54,46.4,0.04,0,1.11594421014387
"850",7,5,54.6,45.2,1025.3,10,5.1,12,15.6,64,44.1,0,0,-0.927669388121297
"851",2,5,56.9,42.8,1020,10,14.1,20,26,64,51.1,0.01,0,-1.78499021471059
"852",7,5,55.5,50.3,1023.7,9.9,7.5,11.1,14.43,64,48,0,0,0.507844554074726
"853",4,5,57.8,55.1,1013.8,2.5,7.1,13,17.1,64,53.1,0,1,-0.289663191589731
"854",6,5,61,58.7,1009.8,2.1,14,27,39,64,57.2,1.24,1,0.687283796849229
"855",5,5,53.3,47.6,1010.2,10,8.2,13,16.9,64,43,0,0,0.42809377950828
"856",3,5,56.4,45.7,1015.4,9.9,10.4,21,28.9,64,51.1,0.11,0,0.507844554074726
"857",6,5,52.3,49.6,1010.8,8.4,8.4,15,19.5,64,46,0,0,1.26547691245596
"858",1,5,53.7,53.4,1016.4,6,12.6,19,28,64,51.1,0,0,-1.11707747771661
"859",4,5,57.9,53.4,1015.7,7.7,8.7,14,18.2,64,51.1,0.01,0,1.3352588402016
"860",6,5,58.2,43.9,1013.8,9.9,10.7,20,22.9,64,51.1,0,0,1.42497846158885
"861",7,5,62.5,57.3,1020.2,9.2,11.6,17.1,24.1,68,55.9,0,0,0.278561077196195
"862",5,5,62.4,57.6,1023,9.2,11.7,15.9,22,68,59,0,0,0.826847652340509
"863",4,5,62.4,57.8,1023.8,8.5,13.4,18.1,24.1,68,57.9,0,0,0.976380354652595
"864",4,5,57.3,55.7,1012.9,6.9,7,15,19.5,68,50,0.24,1,1.29538345291838
"865",4,5,56.3,47.6,1014.9,10,6,9.9,12.87,68,45,0,0,-0.239818957485702
"866",5,5,55.2,45.5,1020,9.4,4.4,8.9,11.57,68,42.1,0,0,1.44491615523046
"867",5,5,56.3,49.7,1017.5,9.6,9.6,15.9,20.67,68,50,0.11,0,1.70410617257141
"868",6,5,55.5,51.7,1014.8,6.6,8.3,14,18.2,68,42.1,0,1,1.66423078528819
"869",4,5,59.4,54.7,1021.5,7.5,10.5,15.9,22,72,53.1,0.01,1,0.208779149450555
"870",6,5,59.3,52.2,1007.9,8.3,18.7,28,36.9,72,48,0.01,1,1.28541460609757
"871",2,5,59.4,50.3,1011.9,10,9.6,15.9,20.67,72,52,0.03,0,0.527782247716338
"872",6,5,58.2,56.1,1006.5,4.7,8.4,15,17.1,72,48.9,0.48,1,1.65426193846738
"873",3,5,54.6,52,1011.7,4.4,10.7,15.9,18.1,72,51.1,0,1,0.956442661010983
"874",7,5,56.9,47.4,1020.9,10,9.7,24.1,35,72,45,0,0,-0.788105532630016
"875",3,5,57.7,55.8,1015.6,6,8.5,15,19,77,50,0.01,1,2.09289119858283
"876",4,5,59.2,54.2,1021.3,6.4,7.5,14,18.2,77,50,0,1,1.08603766968146
"877",6,5,48.4,43.5,1023.6,9.4,13.8,19,26,55,39,0,0,0.607533022282783
"878",3,5,48.3,34.9,1014.8,10,6.2,8.9,11.57,55,39.9,0,0,0.517813400895532
"879",1,5,45.2,36.3,1024,9.7,6.1,13,16.9,55,37,0,0,-1.14698401817902
