"","day","temp","visib","wdsp","fog","NUM_COLLISIONS"
"527",3,36.7,9.2,10.7,0,0.378249545404252
"528",6,37.6,9.2,6.2,0,1.53463577661771
"529",7,41.3,8.8,12,0,-0.798074379450822
"530",5,36.3,10,9.1,0,0.448031473149892
"531",2,36.4,10,19.4,0,1.10597536332307
"532",1,39.1,10,10.4,0,-1.47595596326561
"533",3,40.8,10,16,0,0.288529924017
"534",3,37.6,10,16,0,0.278561077196195
"535",7,38.5,10,15.9,0,-1.1071086308958
"536",6,37.5,10,7,0,1.32528999338079
"537",2,39.9,10,6.5,0,-0.768167838988405
"538",2,39.2,9.4,21.4,0,1.5047292361553
"539",5,38.3,9.8,10.9,0,-0.907731694479685
"540",4,43.4,10,13.2,0,0.507844554074726
"541",7,41.2,8.8,6.6,0,0.258623383554583
"542",4,46.4,8,9.4,0,0.607533022282783
"543",2,45.1,5.9,11.8,1,0.587595328641172
"544",3,48.6,9.7,19.6,1,0.836816499161315
"545",5,51,8.7,13.1,0,0.527782247716338
"546",5,26.3,9.1,16.4,0,-0.409289353439399
"547",4,31,10,21.1,0,-0.518946668468262
"548",3,36.3,6,18.1,0,-2.24355716846765
"549",3,38.6,10,11.8,0,-0.130161642456839
"550",5,42.6,4.2,12.8,1,-0.738261298525988
"551",1,40,9.8,5.4,0,-1.39620518869916
"552",3,39.8,9.7,15.5,0,-1.73514598060656
"553",2,38.1,10,9.7,0,-1.00742016268774
"554",4,29.8,7.5,23.3,0,0.507844554074726
"555",2,41.7,6,11.1,1,0.458000319970698
"556",2,42,6.4,12.3,1,0.298498770837806
"557",1,36.8,7.1,14.7,1,-1.36629864823675
"558",3,38.6,7.9,10.1,0,-0.708354758063571
"559",3,39.6,4.6,16.5,1,-0.399320506618594
"560",6,46.8,2.1,11.5,1,-0.189974723381674
"561",1,43,10,7.1,0,-1.72517713378575
"562",6,45.3,5.1,23.3,0,2.84055471014326
"563",4,45.9,5.5,15.3,1,0.0991218344216919
"564",5,41.6,8.1,6.5,0,0.138997221704915
"565",7,40.2,6.2,34.8,0,0.0991218344216919
"566",6,42.4,5.1,13.1,1,-0.668479370780348
"567",3,41.3,8.3,9,0,-0.887794000838074
"568",7,43.6,9.6,12.6,0,-0.100255101994422
"569",5,45.4,5.9,8.5,0,0.129028374884109
"570",1,46.3,1.7,13.8,1,-1.61551981875689
"571",2,27.2,10,14.9,0,-0.130161642456839
"572",6,29.4,10,8.4,0,-0.658510523959542
"573",5,36.1,6.6,21.5,0,1.60441770436335
"574",3,31.4,10,6.7,0,0.0193710598552462
"575",1,35.2,10,8.9,0,-1.94449176384348
"576",5,36.5,9.7,20.1,0,0.896629580086149
"577",1,34.8,9.9,7.5,0,-1.72517713378575
"578",6,36.1,10,13.5,0,1.53463577661771
"579",1,34.9,9.5,10.6,0,-0.937638234942102
"580",1,37.4,10,7.1,0,-0.967544775404519
"581",1,35.1,9.1,6.8,0,-2.54262257309182
"582",1,27.2,10,12.2,0,-0.728292451705182
"583",2,37.8,6.1,21.3,0,-0.399320506618594
"584",7,33.3,10,19.7,0,-0.369413966156177
"585",6,50.8,2.7,10.8,1,-0.528915515289068
"586",7,44.8,9.3,15.1,1,-0.688417064421959
"587",1,49.2,8.6,14.7,0,-1.48592481008642
"588",1,50.1,10,11.8,0,-1.6354575123985
"589",1,23.1,9.1,5.1,0,0.936504967369372
"590",2,27.3,5.8,11.2,1,-1.58561327829447
"591",4,43.4,7.2,9.6,1,-0.837949766734045
"592",1,20,10,16.1,0,-0.827980919913239
"593",5,32.2,3.9,14.7,1,-0.538884362109874
"594",2,33.5,8.9,6.1,0,-0.857887460375656
"595",7,39.2,9.9,24.9,0,-0.299632038410537
"596",7,38.2,10,9.4,0,-1.24667248638708
"597",2,37.9,7.7,15.3,0,-0.957575928583714
"598",4,35,10,9.7,0,-0.738261298525988
"599",4,36.5,10,17.9,0,-0.588728596213902
"600",1,34.5,10,5.7,0,-0.957575928583714
"601",4,34.5,10,6.7,0,-0.369413966156177
"602",6,39.3,9.6,14,0,-0.100255101994422
"603",2,35.6,9.6,9.5,0,0.617501869103589
"604",3,36.5,9.9,6,0,-0.150099336098451
"605",7,35.1,10,7.4,0,-0.758198992167599
"606",4,36.9,10,6.7,0,-0.150099336098451
"607",4,33.6,9.9,6.7,0,-0.608666289855514
"608",2,36.8,9.8,11,0,-0.429227047081011
"609",5,37,9.7,10.4,0,-0.419258200260205
"610",7,22.5,9.4,19.3,0,-0.508977821647457
"611",6,35.5,9.6,12,1,1.5146980829761
"612",5,46.7,10,8.5,0,0.198810302629749
"613",5,49.6,7.6,10.9,0,0.298498770837806
"614",6,46.8,7.6,10.1,1,0.727159184132452
"615",7,25,9.9,10.9,0,-0.209912417023285
"616",1,20.8,10,19.8,0,-1.09713978407499
"617",6,30.3,9,6.3,0,-0.289663191589731
"618",5,27.6,10,18.3,0,-0.170037029740062
"619",3,26.5,10,4.1,0,-1.24667248638708
"620",6,27.2,10,10.9,0,0.527782247716338
"621",7,24.1,10,5.2,0,-1.01738900950855
"622",6,25.4,10,15.1,0,-0.140130489277645
"623",6,26.7,10,4,0,1.11594421014387
"624",6,44.4,10,11.7,0,-0.359445119335371
"625",4,45.2,7.7,15.7,1,0.298498770837806
"626",6,33.2,10,11.8,0,1.45488500205127
"627",6,45.3,7.3,15.3,1,0.737128030953258
"628",7,44.9,4.5,10.2,0,-0.299632038410537
"629",3,44.4,8.8,8.5,0,0.328405311300223
"630",7,46.9,6.1,16,1,-0.489040128005845
"631",4,48.6,8.5,13.5,0,0.21874799627136
"632",4,43.5,9.8,12.3,0,0.517813400895532
"633",6,40.4,9.9,9.1,0,-1.02735785632935
"634",4,37.9,9.8,11.5,0,0.487906860433115
"635",4,41.2,10,14.8,0,-1.41614288234078
"636",6,43.8,10,8.4,0,0.886660733265343
"637",1,39.7,10,9.2,0,-1.47595596326561
"638",1,40.6,10,15.7,0,-0.997451315866936
"639",6,42.9,8.7,8,0,-0.170037029740062
"640",6,40,10,7.7,0,0.228716843092166
"641",6,45,5.9,14.6,0,-1.07720209043338
"642",4,39.3,10,5.6,0,-0.798074379450822
"643",5,44.5,9.8,16.5,0,0.607533022282783
"644",4,41.9,10,16.6,0,0.627470715924395
"645",2,43,10,11.3,0,-0.339507425693759
"646",2,37.7,8.1,8.4,1,-0.369413966156177
"647",2,46.2,5.9,8.4,1,-0.0504108678903938
"648",1,37.9,9.5,11.2,0,-1.30648556731191
"649",1,42.4,9.9,4.8,0,-1.49589365690722
"650",5,42.8,10,9.8,0,0.109090681242498
"651",1,44.2,10,13.4,0,-1.99433599794751
"652",3,41.4,9.4,12.7,0,-0.618635136676319
"653",7,43.5,8.7,10.7,0,-1.11707747771661
"654",7,44.8,7.7,13.8,1,-0.189974723381674
"655",2,46.5,10,13.7,0,-0.0205043274279766
"656",2,45.2,8.5,16.2,0,0.308467617658612
"657",7,44.6,10,10.5,0,-0.150099336098451
"658",5,44,10,15.8,0,0.747096877774063
"659",4,47.5,7,19.2,0,-0.0105354806071709
"660",5,46.2,6.6,10,1,-0.818012073092434
"661",3,47.7,1.9,14.7,1,0.0692152939592748
"662",3,49.7,6.7,14.2,0,1.23557037199354
"663",7,47.7,7,13.7,0,0.248654536733778
"664",1,45.8,10,15.4,0,-0.309600885231342
"665",7,49.7,5.2,12.6,1,-0.000566633786365205
"666",7,47.3,10,8.7,0,-0.180005876560868
"667",3,42.9,6.3,16.3,1,-0.0105354806071709
"668",4,46.5,7.6,8.8,1,-0.189974723381674
"669",5,46.5,10,8.8,0,-0.459133587543428
"670",3,49.8,8.9,10.2,0,-0.568790902572291
"671",6,46.1,10,9.4,0,-0.818012073092434
"672",6,47.5,6.9,12.5,1,0.796941111878092
"673",6,47.8,6.9,14.9,1,0.946473814190178
"674",2,45,10,9.1,0,-0.449164740722622
"675",2,43,10,6.9,0,0.467969166791503
"676",5,47.5,5.9,9.8,1,0.328405311300223
"677",3,45.6,8.3,7.6,0,-0.120192795636034
"678",1,46.1,9.8,7.4,0,-1.21676594592466
"679",5,47.7,10,10.1,0,-1.09713978407499
"680",2,47.8,9.8,10.9,0,-0.339507425693759
"681",3,46.9,9.8,7.9,0,1.32528999338079
"682",7,50.1,8.5,8.6,0,-0.209912417023285
"683",2,49.5,10,6,0,0.876691886444537
"684",7,54.2,2.7,11.6,1,0.617501869103589
"685",1,47,9.3,8.8,1,-1.16692171182063
"686",7,51.9,7.3,7.7,1,0.0592464471384691
"687",1,46.3,9.9,11,0,-1.2765790268495
"688",1,50.8,2.7,7.7,1,-1.41614288234078
"689",2,52,2.1,15.1,1,0.577626481820366
"690",7,53.4,5.6,9.3,1,0.49787570725392
"691",6,55.4,8.7,10.2,1,1.41500961476805
"692",7,40.2,10,12.5,0,-0.678448217601154
"693",3,35.1,9.8,19.5,0,0.727159184132452
"694",5,39,10,14,0,-0.329538578872954
"695",3,35.3,9.3,7.5,0,-0.479071281185039
"696",2,47.8,9.9,12.8,0,0.248654536733778
"697",1,46.3,10,10.5,0,-0.578759749393096
"698",3,49.8,8.8,12.1,0,-0.798074379450822
"699",4,47.3,10,11.7,0,0.976380354652595
"700",4,49.2,7.1,15.1,0,0.268592230375389
"701",2,46.9,10,10.2,0,0.348343004941835
"702",1,39.7,9,17.5,0,-0.887794000838074
"703",3,46.8,9,9.4,0,-1.19682825228305
"704",5,50,3.2,12.7,1,1.29538345291838
"705",6,46.8,7,13.9,1,-0.987482469046131
"706",2,48.4,10,9.2,0,-1.1071086308958
"707",4,49.1,8.3,9.9,0,-0.588728596213902
"708",7,44.9,9.4,12.2,0,-0.508977821647457
"709",4,46.8,9.6,10,0,-0.0404420210695881
"710",1,51.9,5.3,15.7,1,-1.17689055864144
"711",4,49.8,10,8.6,0,-0.309600885231342
"712",3,46,9.8,15.7,0,0.138997221704915
"713",1,41.6,10,12.5,0,-1.76505252106898
"714",5,39.9,10,17,0,-0.678448217601154
"715",1,48,9.8,3.9,0,-1.58561327829447
"716",6,49,10,10.5,0,0.178872608988138
"717",3,47.1,10,18.3,0,0.388218392225058
"718",5,50.9,7.6,21.9,0,0.308467617658612
"719",7,47.3,4.8,13.7,1,-0.917700541300491
"720",5,48.1,10,7.8,0,0.408156085866669
"721",5,49.6,10,19.1,0,-0.130161642456839
"722",5,41.6,9.9,8.8,0,0.458000319970698
"723",6,49.7,7.3,15.9,0,0.966411507831789
"724",1,46.9,9.4,8.8,0,-2.03421138523073
"725",2,49,10,8.9,0,-0.409289353439399
"726",7,52.9,6.6,19.3,1,-0.728292451705182
"727",5,49.8,9.5,8.2,0,-0.0902862551736166
"728",5,46.9,9.8,13.4,0,0.129028374884109
"729",6,52.6,4.6,12.5,1,-0.289663191589731
"730",6,54.8,2.2,18.2,1,1.02622458875662
"731",5,49.6,10,13.4,0,0.946473814190178
"732",2,49.7,9.9,4.3,0,-0.0105354806071709
"733",6,53.7,4.8,16.7,1,-0.479071281185039
"734",7,50.4,5,8.5,1,-0.0205043274279766
"735",7,45.7,10,5.9,0,-0.738261298525988
"736",1,44.2,10,9.2,0,-2.05414907887234
"737",7,54.5,2.9,17.7,1,-1.42611172916158
"738",6,49.5,9.5,6.5,0,0.757065724594869
"739",1,52.2,2.3,11.6,1,-2.00430484476831
"740",6,53.1,3.3,8.2,1,2.57139584598151
"741",3,51,10,5.2,0,-0.229850110664897
"742",5,52.9,3,5.3,1,0.886660733265343
"743",3,49.4,6.7,10.7,1,0.138997221704915
"744",4,51.5,8,9.8,0,-0.837949766734045
"745",5,47.7,9.9,5.6,0,-0.808043226271628
"746",2,56.4,8.7,12,0,-1.1071086308958
"747",3,44.6,5.1,15,0,-0.857887460375656
"748",6,38,9.4,12.2,0,-0.837949766734045
"749",3,44.2,10,16.5,0,-0.439195893901817
"750",2,36.5,8.2,10.3,0,0.836816499161315
"751",7,44.3,10,22.9,0,0.796941111878092
"752",5,37.1,9.9,7,0,0.537751094537143
"753",3,37.1,10,8.7,0,-0.459133587543428
"754",1,41.1,10,12.5,0,-1.14698401817902
"755",5,39.4,4.5,18.7,0,-1.4659871164448
"756",6,45.7,4.6,13.9,0,0.906598426906955
"757",5,41.8,9.6,8.6,0,1.06609997603985
"758",1,39.7,9.3,14.7,0,-0.847918613554851
"759",4,42.6,7.8,14.1,1,-0.120192795636034
"760",2,42,10,7.4,0,-0.658510523959542
"761",1,45.1,10,11.7,0,-1.2765790268495
"762",6,39.4,10,10.7,0,1.01625574193582
"763",4,43.7,6.6,21.6,0,0.138997221704915
"764",5,40.9,10,8.4,0,-0.0703485615320052
"765",7,46.7,5.7,13.2,0,-0.479071281185039
"766",4,41.8,9.3,10.4,0,0.338374158121029
"767",5,40.3,10,10.8,0,-0.618635136676319
"768",4,53.1,1.1,17.9,1,0.308467617658612
"769",5,43.7,9.6,12.1,0,-0.588728596213902
"770",1,46.1,9.6,7.7,0,-1.26661018002869
"771",4,47.3,3.5,15.7,1,-0.449164740722622
"772",2,41.8,10,15.2,0,0.0293399066760519
"773",2,46.6,10,7.6,0,-0.578759749393096
"774",4,47.5,10,10.1,0,0.21874799627136
"775",5,50.8,7.2,10.4,0,-0.160068182919257
"776",1,46.3,10,7.2,0,-0.309600885231342
"777",1,46.5,10,10.5,0,-0.818012073092434
"778",7,46.6,8.6,3.9,1,-0.818012073092434
"779",6,48.8,7.8,9.2,1,0.906598426906955
"780",4,49.3,9.8,7.8,0,0.796941111878092
"781",3,51.5,3.6,14.3,1,0.458000319970698
"782",2,46.4,10,7.1,0,0.757065724594869
"783",4,49.5,9.2,8.6,0,-0.628603983497125
"784",2,52.2,7,14.4,0,-0.847918613554851
"785",3,52.5,6.4,13.6,0,0.388218392225058
"786",4,46.7,9.8,12.9,0,1.00628689511501
"787",3,48.8,6.3,11.4,1,-0.0703485615320052
"788",6,47.5,10,5,0,-0.837949766734045
"789",2,46.2,10,12,0,0.56765763499956
"790",7,47.8,5.1,12.4,1,-0.229850110664897
"791",7,46.8,9.7,9.2,0,-1.03732670315016
"792",4,42.9,7.9,19.2,0,-0.289663191589731
"793",2,52.1,2.3,7.3,1,-0.768167838988405
"794",3,52.6,6.6,16,0,-1.4659871164448
"795",3,49.5,10,5.6,0,-1.39620518869916
"796",1,45,10,10.1,0,-1.55570673783206
"797",3,44.7,10,6.7,0,0.717190337311646
"798",3,37.1,9.3,17.6,0,-0.499008974826651
"799",5,41.9,7.9,12.9,1,1.13588190378549
"800",6,43.6,7.7,13.8,0,0.49787570725392
"801",7,52.7,3.6,15.2,1,-0.668479370780348
"802",1,53.4,9.8,12.6,0,-1.2865478736703
"803",3,37.7,9.1,6.5,0,0.687283796849229
"804",2,36.3,10,12.6,0,0.258623383554583
"805",7,39.8,3.3,24.2,0,-0.0803174083528109
"806",4,37,10,10.7,0,0.288529924017
"807",4,37.9,10,6.5,0,0.129028374884109
"808",4,52.1,8.3,11,0,-0.638572830317931
"809",1,49.1,10,13.4,0,-1.50586250372803
"810",1,45.3,10,7.4,0,-1.11707747771661
"811",7,49.5,5.1,6.3,1,0.0492776003176634
"812",7,46.3,9.2,10.3,0,-0.120192795636034
"813",1,50.5,9.2,5.9,0,-0.937638234942102
"814",2,50,9.1,9.4,0,-0.170037029740062
"815",5,46.4,10,8.6,0,-0.389351659797788
"816",4,50.6,8.3,6.9,1,-0.0404420210695881
"817",2,47,6.8,16.3,0,-1.19682825228305
"818",3,39.6,9.9,17.2,0,-1.61551981875689
"819",4,42.6,10,17,0,-0.668479370780348
"820",4,45,10,7.8,0,-0.887794000838074
"821",7,43.9,9.8,16.5,0,0.278561077196195
"822",6,43.2,10,11.6,0,1.07606882286065
"823",6,44,10,14.6,0,0.767034571415675
"824",6,47.7,6.7,15.4,1,1.55457347025933
"825",7,43.7,9.9,12.9,0,-0.0703485615320052
"826",2,43.2,9.5,6.8,1,-0.887794000838074
"827",3,44.2,8.6,9.3,0,-1.4659871164448
"828",5,37.5,10,15.2,0,-0.907731694479685
"829",1,41.7,8.3,17.5,0,-0.140130489277645
"830",2,46.1,10,8.1,0,0.0393087534968576
"831",2,44.7,2.6,21.6,1,1.41500961476805
"832",2,43.1,10,6.2,0,-0.778136685809211
"833",3,47.8,10,12.1,0,-0.827980919913239
"834",3,46,10,9.3,0,-0.349476272514565
"835",6,48,8.8,13.4,0,0.0991218344216919
"836",6,46.4,10,17.6,0,1.3352588402016
"837",6,43.9,3.6,9.4,1,-1.12704632453741
"838",4,41.7,10,10.5,0,-0.189974723381674
"839",7,41.8,10,9.7,0,-0.419258200260205
"840",3,45.6,8.4,16.1,0,0.00940221303444051
"841",7,44.4,8.2,12.9,1,-0.439195893901817
"842",4,47.3,7.9,12.8,0,0.537751094537143
"843",5,45.5,5.9,21.5,0,0.268592230375389
"844",2,46.1,9.7,14.7,0,0.138997221704915
"845",7,48.9,9.5,7.3,0,0.0293399066760519
"846",7,47.8,10,13.7,0,-0.189974723381674
"847",1,49.7,9.7,8.6,0,-0.698385911242765
"848",7,47.9,10,8.6,0,0.836816499161315
"849",3,48.2,8.2,9,0,1.11594421014387
"850",7,54.6,10,5.1,0,-0.927669388121297
"851",2,56.9,10,14.1,0,-1.78499021471059
"852",7,55.5,9.9,7.5,0,0.507844554074726
"853",4,57.8,2.5,7.1,1,-0.289663191589731
"854",6,61,2.1,14,1,0.687283796849229
"855",5,53.3,10,8.2,0,0.42809377950828
"856",3,56.4,9.9,10.4,0,0.507844554074726
"857",6,52.3,8.4,8.4,0,1.26547691245596
"858",1,53.7,6,12.6,0,-1.11707747771661
"859",4,57.9,7.7,8.7,0,1.3352588402016
"860",6,58.2,9.9,10.7,0,1.42497846158885
"861",7,62.5,9.2,11.6,0,0.278561077196195
"862",5,62.4,9.2,11.7,0,0.826847652340509
"863",4,62.4,8.5,13.4,0,0.976380354652595
"864",4,57.3,6.9,7,1,1.29538345291838
"865",4,56.3,10,6,0,-0.239818957485702
"866",5,55.2,9.4,4.4,0,1.44491615523046
"867",5,56.3,9.6,9.6,0,1.70410617257141
"868",6,55.5,6.6,8.3,1,1.66423078528819
"869",4,59.4,7.5,10.5,1,0.208779149450555
"870",6,59.3,8.3,18.7,1,1.28541460609757
"871",2,59.4,10,9.6,0,0.527782247716338
"872",6,58.2,4.7,8.4,1,1.65426193846738
"873",3,54.6,4.4,10.7,1,0.956442661010983
"874",7,56.9,10,9.7,0,-0.788105532630016
"875",3,57.7,6,8.5,1,2.09289119858283
"876",4,59.2,6.4,7.5,1,1.08603766968146
"877",6,48.4,9.4,13.8,0,0.607533022282783
"878",3,48.3,10,6.2,0,0.517813400895532
"879",1,45.2,9.7,6.1,0,-1.14698401817902
"880",4,46.9,10,4.7,0,-0.000566633786365205
"881",6,43.8,9.6,13.3,0,0.42809377950828
"882",1,50.4,5.6,16.5,1,0.338374158121029
"883",5,50.3,8.6,6,1,-0.0603797147111995
"884",2,50,10,15.6,0,0.388218392225058
"885",3,51.8,10,14.1,0,-0.389351659797788
"886",2,51.1,10,12.9,0,1.29538345291838
"887",2,50.5,6.4,5.5,1,0.896629580086149
"888",3,48.4,10,7.6,0,1.13588190378549
"889",1,51.4,9.8,12.8,0,-1.47595596326561
"890",4,48.7,9.9,4.5,0,0.687283796849229
"891",6,48.6,9.7,11.8,0,2.17264197314928
"892",2,53.1,9.9,11.9,0,-0.219881263844091
"893",1,50.2,9.3,13.9,0,-1.43608057598239
"894",5,49.5,10,7.6,0,0.866723039623732
"895",4,51.2,10,9.8,0,0.388218392225058
"896",5,51,6.2,12.2,1,0.6374395627452
"897",1,53.7,10,5.4,0,-1.26661018002869
"898",1,56.2,3.3,11,1,-0.718323604884377
"899",4,53.1,10,12.1,0,-0.668479370780348
"900",5,47.7,10,7.6,0,-0.0603797147111995
"901",4,53,10,9.2,0,0.49787570725392
"902",6,55.4,6.2,12.9,1,1.76391925349625
"903",5,53.8,5.6,11.6,1,1.42497846158885
"904",2,49.6,8.1,11.7,0,-2.27346370893007
"905",4,56.7,10,12.8,0,0.936504967369372
"906",6,53.3,7.8,12.2,0,1.23557037199354
"907",5,51.5,10,10.6,0,1.01625574193582
"908",5,52,10,11.2,0,0.6374395627452
"909",3,52.2,9.6,5.7,0,-0.339507425693759
"910",3,51.9,10,9,0,0.0891529876008862
"911",6,51.9,6.4,10.2,1,0.9863492014734
"912",7,54.8,10,15,0,-0.528915515289068
"913",3,58,0.3,7.8,1,0.976380354652595
"914",3,53.5,8.1,7.9,0,0.477938013612309
"915",2,53.7,10,10.2,0,0.188841455808943
"916",4,51.2,4,7.7,1,1.11594421014387
"917",4,57.9,4.9,10.9,0,-0.249787804306508
"918",6,53.8,9.1,9.2,0,1.27544575927677
"919",7,50.9,9.1,6.4,0,-0.0902862551736166
"920",3,51.4,2.3,8.6,1,0.0692152939592748
"921",2,49.2,5.1,5.5,1,-0.379382812976982
"922",7,55.6,4.6,7.6,1,-0.847918613554851
"923",5,52.5,10,10.5,0,1.22560152517274
"924",2,54,10,13.8,0,0.467969166791503
"925",1,56.5,9.8,8.5,0,-0.917700541300491
"926",2,56.7,9.6,10.3,0,-1.65539520604011
"927",2,51.4,9.5,8.2,0,1.19569498471032
"928",1,56.3,9.3,6.6,0,-0.548853208930679
"929",2,56.9,10,9,0,-0.269725497948119
"930",3,55,10,11.9,0,0.248654536733778
"931",1,51.8,9.4,6.1,0,-1.24667248638708
"932",2,53,8.7,11.3,0,0.956442661010983
"933",1,52.7,10,6.8,0,0.188841455808943
"934",3,56.6,9.9,6.4,0,0.866723039623732
"935",7,57.5,10,7.2,0,-1.23670363956627
"936",5,53.9,10,6.7,0,0.946473814190178
"937",2,57.2,4.9,11.3,1,0.896629580086149
"938",1,56.5,10,15.5,0,-1.66536405286092
"939",6,56.5,8,13.6,1,1.99320273037478
"940",4,55.5,10,11,0,0.767034571415675
"941",2,58.9,10,11.4,0,-1.78499021471059
"942",5,54,9.5,13.2,0,1.90348310898753
"943",1,58.3,8.6,12.6,0,-0.150099336098451
"944",3,61.1,9.8,14.4,0,0.866723039623732
"945",1,52.5,8.1,6.9,1,-1.03732670315016
"946",7,52.5,5.1,8.1,1,-0.279694344768925
"947",7,58,9.2,13.5,0,0.0293399066760519
"948",3,58.9,7.8,13.5,1,1.45488500205127
"949",6,56.1,5.7,8.3,1,0.9863492014734
"950",4,54.5,10,13.1,0,1.92342080262914
"951",1,48.5,2.9,9.6,1,-0.0803174083528109
"952",4,55.6,10,7.6,0,0.996318048294206
"953",2,57.8,9.8,9.1,0,-0.180005876560868
"954",6,52.4,7.1,8.8,1,1.09600651650226
"955",3,62.8,4.9,10.1,1,1.60441770436335
"956",7,59.4,6.9,8.1,1,-0.100255101994422
"957",6,56.4,10,6.6,0,1.82373233442108
"958",7,55.7,9.7,6.5,0,-0.309600885231342
"959",5,55.9,9.8,7.2,0,0.84678534598212
"960",1,57.6,8.9,12.1,0,-0.887794000838074
"961",1,55.7,8.9,16.3,0,-0.887794000838074
"962",1,64.6,10,7.7,0,-0.329538578872954
"963",3,61.1,9.5,10,0,0.458000319970698
"964",2,62.4,2,9,1,-1.2765790268495
"965",5,50.3,3.2,13.3,1,0.507844554074726
"966",3,48.3,10,7.8,0,0.477938013612309
"967",7,49.6,6,9.8,1,-0.160068182919257
"968",6,47.3,7.8,9.2,1,0.517813400895532
"969",3,51,9.8,11.8,0,-0.339507425693759
"970",2,51.3,4.9,10.6,1,-0.100255101994422
"971",1,47.8,9.7,10.1,0,-0.837949766734045
"972",6,51.5,8.7,6.7,1,-0.150099336098451
"973",5,49.4,8.2,10.6,1,0.687283796849229
"974",4,48.5,9.7,10.8,0,0.91656727372776
"975",7,55.1,2.6,13.5,1,0.856754192802926
"976",7,54.8,7.1,11.1,1,-0.499008974826651
"977",6,49.7,10,5.7,0,0.507844554074726
"978",6,49.4,7.6,14.9,0,1.76391925349625
"979",1,52.5,7.1,10.6,1,-0.847918613554851
"980",2,53.4,5.8,11.6,0,-1.89464752973945
"981",2,49.3,5,10.6,1,0.398187239045863
"982",2,62.1,10,11.4,0,-1.56567558465286
"983",5,55.1,3.7,6.5,1,0.9863492014734
"984",3,57.5,10,10.7,0,0.946473814190178
"985",7,56.3,10,16,0,0.129028374884109
"986",4,57.9,9.8,11.3,0,1.53463577661771
"987",6,56.8,8.1,11.3,1,2.05301581129961
"988",3,54.6,10,7,0,0.896629580086149
"989",3,51.6,8.1,8.8,1,0.547719941357949
"990",2,60.9,9.5,8.7,0,0.268592230375389
"991",6,62,6.7,9,0,1.36516538066402
"992",1,56.5,0.7,13.9,1,-0.209912417023285
"993",7,53.9,10,12.4,0,-0.120192795636034
"994",4,49.9,7.4,7,1,-0.229850110664897
"995",6,60,6.5,8.2,1,1.67419963210899
"996",1,63.1,9.4,9.1,0,-0.558822055751485
"997",5,65.7,9.7,7.7,0,1.42497846158885
"998",5,60.1,7,13.2,0,3.10971357430502
"999",3,57.1,9.8,11,0,0.388218392225058
"1000",1,64.7,7.1,11.2,1,-0.439195893901817
"1001",6,59.6,6.2,12.2,0,3.73775092401578
"1002",4,55.3,9.7,6.8,0,-0.309600885231342
"1003",3,44.9,7,15,0,0.21874799627136
"1004",7,58.8,7.1,13.8,1,0.0193710598552462
"1005",7,56.7,8.9,9.2,0,0.49787570725392
"1006",7,54.3,4.4,6.4,1,-0.389351659797788
"1007",5,57.7,7.1,12.5,0,-0.399320506618594
"1008",1,57,0.8,8.3,1,-0.499008974826651
"1009",6,54.4,10,9.7,0,1.23557037199354
"1010",5,54.8,10,7.7,0,0.158934915346526
"1011",6,58.3,9.1,11.8,0,1.00628689511501
"1012",1,45.7,7.6,8.6,0,-0.100255101994422
"1013",4,58.8,6.1,11.2,1,0.667346103207618
"1014",7,56.8,7,10,0,0.378249545404252
"1015",5,57.8,10,9.6,0,0.597564175461978
"1016",1,52,10,9.7,0,-0.518946668468262
"1017",5,51.3,8.5,6.4,1,0.258623383554583
"1018",4,59.5,8.7,12.2,0,0.557688788178755
"1019",3,58.3,0.9,11.3,1,0.84678534598212
"1020",2,57.9,0.8,11.1,1,0.458000319970698
"1021",5,61.5,3,13.3,1,1.35519653384321
"1022",3,54.4,4.4,4.5,1,-0.0703485615320052
"1023",5,60.9,6.1,11.6,0,0.856754192802926
"1024",5,54,10,6.9,0,0.547719941357949
"1025",6,65.4,9.2,5.7,0,2.13276658586606
"1026",7,63.3,4.2,8.5,1,0.228716843092166
"1027",7,51.3,4.3,6.4,1,-0.459133587543428
"1028",1,46.9,6.8,9.6,1,-0.698385911242765
"1029",4,54.7,9.5,13,0,1.14585075060629
"1030",4,54.6,8.1,13.2,0,0.0193710598552462
"1031",3,53.9,3,10.7,1,1.78385694713786
"1032",7,54.6,10,15,0,-1.12704632453741
"1033",2,53.9,5.7,9.4,1,-0.329538578872954
"1034",2,52.2,9.9,8.8,0,0.418124932687475
"1035",2,50.8,10,19.8,0,1.42497846158885
"1036",3,55.4,2.2,14.5,1,1.43494730840966
"1037",4,51.6,10,6.8,0,0.0393087534968576
"1038",3,48.4,4.9,6.9,1,1.36516538066402
"1039",4,55.3,9.3,8.5,0,0.866723039623732
"1040",4,53.9,9,9.2,0,0.418124932687475
"1041",7,56.2,3.7,9.4,1,-0.758198992167599
"1042",4,55.4,3.6,7.8,1,0.697252643670035
"1043",5,49.9,9.5,5,0,-0.140130489277645
"1044",5,52,9.6,7.5,0,-0.0304731742487823
"1045",5,54.1,5.3,3.6,1,1.32528999338079
"1046",6,54.9,10,7.3,0,0.607533022282783
"1047",6,52.2,5.7,10.9,1,0.168903762167332
"1048",1,56.3,9,14.2,0,-0.279694344768925
"1049",2,57.5,2.9,10.3,1,0.587595328641172
"1050",3,56.8,7.5,11.8,1,0.597564175461978
"1051",5,57.2,5,6.2,1,0.0293399066760519
"1052",7,57.7,5.8,12.5,1,0.198810302629749
